geo_point_2d;geo_shape;objid;id;es_id;es_name
47.5712494923561, 7.579122440085844;"{""coordinates"": [[[7.579226896071742, 47.57090618136401], [7.579148135525228, 47.57089866761249], [7.578917986065615, 47.57143492328872], [7.579156041625662, 47.57150951815599], [7.579244138967077, 47.571474057818676], [7.579226896071742, 47.57090618136401]]], ""type"": ""Polygon""}";512;405;2;Leinenpflicht
47.56940602656914, 7.602094339279299;"{""coordinates"": [[[7.601937105767501, 47.569027622161904], [7.602012639959755, 47.56989981481242], [7.602112751446457, 47.56987039093854], [7.602301797046341, 47.569139621645704], [7.601937105767501, 47.569027622161904]]], ""type"": ""Polygon""}";514;406;2;Leinenpflicht
47.57202784740329, 7.600930381479269;"{""coordinates"": [[[7.600391509240422, 47.57175326573884], [7.60042639619224, 47.571986018906166], [7.600438463305066, 47.57220955821984], [7.60043210513427, 47.572369915474184], [7.600434638731679, 47.57245162858354], [7.601054569877413, 47.572532482856616], [7.601664602788857, 47.57154342268882], [7.600393497711445, 47.57176038597942], [7.600391509240422, 47.57175326573884]]], ""type"": ""Polygon""}";524;421;1;Hundeverbot
47.56652441494297, 7.5828598385503545;"{""coordinates"": [[[7.582842244247577, 47.566509445050656], [7.58283892519233, 47.56653026957263], [7.582832326889487, 47.56654236526598], [7.582876242512209, 47.56654131265221], [7.582882760418491, 47.566528974225875], [7.582879887356251, 47.5665131938348], [7.58287347888766, 47.566502085547434], [7.582842244247577, 47.566509445050656]]], ""type"": ""Polygon""}";526;423;2;Leinenpflicht
47.566659450044234, 7.582889769844392;"{""coordinates"": [[[7.582676538969006, 47.56664820680448], [7.582744776706942, 47.566673277875694], [7.582761900806084, 47.566661645845116], [7.582838476446388, 47.56669383855982], [7.582807579208451, 47.56674255066935], [7.582830787100397, 47.56676942213094], [7.582853995015846, 47.566796293587636], [7.582935147908502, 47.56681093386761], [7.583000878580799, 47.566822787150365], [7.58299410877903, 47.56677634307088], [7.582988312758872, 47.566760773157434], [7.582979234043769, 47.56668111819892], [7.582988504843985, 47.566595828454574], [7.58298846533683, 47.5665369557384], [7.582956120869575, 47.56650242398739], [7.582886756252352, 47.566493048441494], [7.582882760418491, 47.566528974225875], [7.582853613896039, 47.566556701881346], [7.58281498864282, 47.56658294829491], [7.58275233926416, 47.56660976401068], [7.582676538969006, 47.56664820680448]]], ""type"": ""Polygon""}";534;428;1;Hundeverbot
47.57301003666258, 7.5926889963059185;"{""coordinates"": [[[7.59254887415589, 47.5732222567259], [7.592600706958597, 47.57323647923965], [7.592599791071668, 47.5733612947522], [7.592823671684473, 47.573363768906454], [7.592795000316287, 47.57264888106694], [7.592571036082624, 47.57263479612629], [7.592595721977723, 47.572978007417525], [7.592595721977723, 47.572978007417525], [7.592535711084099, 47.57295746414527], [7.592545634507019, 47.57318186138733], [7.59254887415589, 47.5732222567259]]], ""type"": ""Polygon""}";546;436;4;eingezäuntes Freilauf-Hundeareal
47.57148575873252, 7.600298399629627;"{""coordinates"": [[[7.600439528631538, 47.571714912948345], [7.600471391274866, 47.57170407627944], [7.600143054031422, 47.571238658711465], [7.600132536634691, 47.571276446781766], [7.600439528631538, 47.571714912948345]]], ""type"": ""Polygon""}";548;507;2;Leinenpflicht
47.57200430961133, 7.599937836745833;"{""coordinates"": [[[7.59998131122355, 47.570163525106345], [7.599935728757583, 47.57016358820714], [7.599912859618809, 47.57077555064674], [7.599903841193478, 47.57095759542229], [7.599880363073841, 47.57163215458977], [7.599873407718795, 47.571793331096664], [7.599878967073872, 47.571873906843216], [7.599897610742354, 47.572062388723396], [7.599952658156094, 47.57259905570137], [7.599985033360984, 47.572933396064556], [7.600015212064377, 47.57306861927915], [7.600012070307913, 47.57308445251212], [7.600015321387422, 47.57310477373438], [7.600006976717641, 47.57315802789313], [7.599999669135554, 47.57320264667884], [7.599988073898893, 47.573235759485634], [7.599982820930923, 47.573256632102144], [7.599808725936203, 47.57369882252628], [7.599729164704871, 47.57393474683718], [7.599755745291676, 47.57393471009335], [7.600002668154128, 47.573315423307065], [7.600050081790716, 47.573172897713015], [7.600054169238833, 47.573118210458695], [7.600055064884383, 47.573062808129414], [7.599990512058868, 47.572459691115995], [7.599974671412964, 47.57225339789871], [7.599931209204026, 47.57183426232588], [7.599924771137786, 47.571814754934685], [7.599927514332798, 47.571750608158915], [7.599938324544298, 47.57147103339764], [7.599946123878921, 47.57118904347192], [7.599959340798438, 47.5707648737565], [7.599965825576994, 47.57058004442678], [7.59998131122355, 47.570163525106345]]], ""type"": ""Polygon""}";558;453;2;Leinenpflicht
47.56815910667511, 7.580898078451779;"{""coordinates"": [[[7.581236860336345, 47.56799699829158], [7.581224426255584, 47.5680085614001], [7.581211825886187, 47.568017570500984], [7.58118395537009, 47.568031095114], [7.581167357542746, 47.56803606193296], [7.581144774343281, 47.56803901248214], [7.581112888365176, 47.56804174954993], [7.58109595351017, 47.56804491803131], [7.581080684552803, 47.56804988321451], [7.581057110075887, 47.56805485853881], [7.581037847870395, 47.568057355326616], [7.581013261741936, 47.56805671081753], [7.580996984127042, 47.56805718037334], [7.580983697696345, 47.56805809596073], [7.580970080242698, 47.56805946163536], [7.580949824963375, 47.56806330867482], [7.580926916706479, 47.56806895768673], [7.580889727740677, 47.568076422853146], [7.58082429939356, 47.56808369759801], [7.580783772637957, 47.56808532089772], [7.580734598567586, 47.568083357241534], [7.580699356847675, 47.568073507110604], [7.580677391414843, 47.568058919110044], [7.580658723691166, 47.568035108551584], [7.580656027669621, 47.56802072192189], [7.580558306906976, 47.56812283837865], [7.580575682497477, 47.56813047986128], [7.580578237852966, 47.56812694222901], [7.58059084074588, 47.56811883256404], [7.580611427098321, 47.568114535499696], [7.580632361805495, 47.568116308751776], [7.58064466952531, 47.56812213966786], [7.580653658623096, 47.56812932367812], [7.58065799602899, 47.568136288510075], [7.580660674123263, 47.5681439298896], [7.580658377865855, 47.56815494996243], [7.58065103889108, 47.56816362882142], [7.58066495536455, 47.5681697545682], [7.58070713366843, 47.568124536858], [7.580856922653616, 47.568183173056646], [7.580855598197476, 47.56818483850538], [7.580813380078069, 47.56823503882422], [7.580847053767037, 47.568249855351624], [7.580908001894925, 47.568276735119376], [7.580867582874315, 47.568318874911135], [7.58092199888769, 47.568343001572835], [7.580967052938796, 47.56829483033036], [7.580992912340244, 47.56827456295484], [7.581016803561019, 47.568263741355835], [7.581051348652047, 47.56826145075243], [7.581075945068193, 47.56826591756125], [7.581128303983736, 47.56829103594546], [7.581161454208777, 47.568264014352785], [7.581149024307964, 47.56826223080378], [7.581135719834438, 47.56825640115942], [7.580862355635532, 47.568152407993914], [7.580844392940814, 47.568143885888034], [7.580838378243277, 47.568130852364035], [7.580841002493464, 47.56811825799087], [7.580850940392892, 47.568107453438465], [7.58090538750944, 47.56809344680364], [7.580979099810113, 47.56807806757659], [7.581022944566976, 47.56807486626085], [7.581076098694771, 47.568074351667356], [7.581108669525259, 47.56807925841419], [7.581135242392473, 47.568077427209225], [7.581164455026535, 47.568068847500456], [7.581186344395351, 47.568054880518616], [7.581204918747976, 47.568043615693846], [7.581242770286767, 47.56803547508873], [7.581280341748712, 47.56803691309958], [7.581285687085376, 47.56801323515443], [7.581236860336345, 47.56799699829158]]], ""type"": ""Polygon""}";584;467;2;Leinenpflicht
47.56774838656998, 7.581083027508205;"{""coordinates"": [[[7.581220997686049, 47.56779447065792], [7.58123289154825, 47.56776972345035], [7.581210819612076, 47.567765028745676], [7.581186551435506, 47.56775898766685], [7.581167596365153, 47.567752040719945], [7.581152627924498, 47.56774508889811], [7.581122703049805, 47.56773568208225], [7.581089133974205, 47.56773010203113], [7.581064211581675, 47.567727884046775], [7.581039948233911, 47.56772364167067], [7.581017671009878, 47.56771669875569], [7.580992062019577, 47.567706162424706], [7.580975750362231, 47.56769381600155], [7.580970758698741, 47.56769067430004], [7.580935312553338, 47.56772871592372], [7.580949271126729, 47.56773072247285], [7.580971207741613, 47.56773451802289], [7.581001791633165, 47.56774190049164], [7.581022742987296, 47.567749969240495], [7.581034720843715, 47.56775669988827], [7.581061663538218, 47.56776903332013], [7.58109258207964, 47.5677773147258], [7.581119167390479, 47.56778020519961], [7.581136442775751, 47.56778018409208], [7.58116136159643, 47.56778105301076], [7.581185292161168, 47.5677850709258], [7.581208229073045, 47.56779021426265], [7.581220997686049, 47.56779447065792]]], ""type"": ""Polygon""}";588;466;2;Leinenpflicht
47.56781933087722, 7.581722015204622;"{""coordinates"": [[[7.581610552035987, 47.567990461014844], [7.581619714887469, 47.56799301298422], [7.581635286799342, 47.567996996085604], [7.581656690214842, 47.56800011763228], [7.581678752293366, 47.56800107988013], [7.58169894960308, 47.56800042554611], [7.58171037292338, 47.567998522855895], [7.581738258828916, 47.56799079903079], [7.581754180099778, 47.56798133611223], [7.581765115652941, 47.567970979941016], [7.581818184689853, 47.56793876233291], [7.581874262330722, 47.567913511119265], [7.581886778632502, 47.56789798161936], [7.581867771571286, 47.567871698404105], [7.58184774436103, 47.56783664758438], [7.581828359916985, 47.56779350164469], [7.581818307764127, 47.567761586364185], [7.58181021157047, 47.56771572845121], [7.581808113398719, 47.56767660844595], [7.581811319870973, 47.567633434763934], [7.581814343129824, 47.56762106471873], [7.581811814898525, 47.56761980870516], [7.581807432273371, 47.56762080339245], [7.581806505196846, 47.56762197371121], [7.581802126669229, 47.567624497321766], [7.581764187445232, 47.567649366495374], [7.581719156884263, 47.56767110555688], [7.581673937305963, 47.56769174760147], [7.581591631387234, 47.56772332646247], [7.58155577103018, 47.567730565372926], [7.5815451640952, 47.56773957206811], [7.581527927216727, 47.567753983103934], [7.581527975333529, 47.56777197043809], [7.581537344830518, 47.5677971413076], [7.581561295885439, 47.56780880376182], [7.581607828227436, 47.567816841050785], [7.581661029048981, 47.567833863839176], [7.581694296741506, 47.567850911057036], [7.581703637425462, 47.567865289512355], [7.581699713419411, 47.567888677936395], [7.581679850086243, 47.567914784020985], [7.581653332702643, 47.56793730078394], [7.581633433213897, 47.567949916360504], [7.581618808311366, 47.567972058784385], [7.581610552035987, 47.567990461014844]]], ""type"": ""Polygon""}";590;468;1;Hundeverbot
47.568143526697504, 7.581202537121908;"{""coordinates"": [[[7.580862355635532, 47.568152407993914], [7.581135719834438, 47.56825640115942], [7.581149024307964, 47.56826223080378], [7.581161454208777, 47.568264014352785], [7.581184050703262, 47.56826601031668], [7.58120597255372, 47.56826418478057], [7.581227220955868, 47.56825898742818], [7.581246462816378, 47.56824884599332], [7.581286258589998, 47.56822226592258], [7.581318771875155, 47.56820558781254], [7.581342330176188, 47.56819454171095], [7.581364240577018, 47.56818844415362], [7.581392797204769, 47.56818301298381], [7.581437970308087, 47.56817958504282], [7.581474172224643, 47.568175718387714], [7.581504719155777, 47.56816916054056], [7.581534256182534, 47.56815765739049], [7.581558797244457, 47.568141438665606], [7.581573373463204, 47.56812590667649], [7.581585276862661, 47.5681047569021], [7.581587885891318, 47.568086541470656], [7.581581865602429, 47.56807148441014], [7.581569872564509, 47.56805913277839], [7.581550247481434, 47.568050163134295], [7.581530636840379, 47.56804658968657], [7.581503393547413, 47.56804617337967], [7.581476489089181, 47.568048229917665], [7.581456895887508, 47.56805117686535], [7.581440750861296, 47.5680565029168], [7.581385021267056, 47.56816239995907], [7.581256255076904, 47.56814369772308], [7.581280341748712, 47.56803691309958], [7.581242770286767, 47.56803547508873], [7.581204918747976, 47.568043615693846], [7.581186344395351, 47.568054880518616], [7.581164455026535, 47.568068847500456], [7.581134180845352, 47.56807801309654], [7.581108669525259, 47.56807925841419], [7.581076098694771, 47.568074351667356], [7.581022944566976, 47.56807486626085], [7.580979099810113, 47.56807806757659], [7.58090538750944, 47.56809344680364], [7.580850940392892, 47.568107453438465], [7.580841002493464, 47.56811825799087], [7.580838378243277, 47.568130852364035], [7.580844392940814, 47.568143885888034], [7.580862355635532, 47.568152407993914]]], ""type"": ""Polygon""}";596;471;1;Hundeverbot
47.568239430359895, 7.581807011142158;"{""coordinates"": [[[7.581357670384177, 47.568390315674165], [7.581390596491095, 47.568403765916386], [7.581435488651087, 47.568419449921365], [7.581483700061674, 47.568434005631474], [7.581535558735141, 47.56844585874417], [7.581582821800851, 47.56845362533573], [7.581679853843814, 47.568462050368986], [7.581786820077016, 47.568458321639795], [7.581877816671169, 47.56844606841857], [7.581942223316114, 47.56842935095631], [7.581999319809718, 47.56841219276025], [7.582094915462371, 47.56838059727078], [7.582206421420701, 47.56833549157323], [7.582301110943982, 47.568288247998716], [7.582309732994845, 47.568282391474796], [7.582318012539923, 47.56827271305179], [7.582324959565071, 47.56826168721581], [7.582327586493132, 47.568250217017706], [7.582327224028621, 47.56823897534544], [7.58232386612506, 47.56822571378247], [7.582320529996831, 47.56822054651823], [7.582122177366953, 47.56809105668474], [7.582053623955514, 47.56804797127352], [7.582013014582744, 47.568018791697014], [7.58197173236734, 47.56798646513941], [7.581937761455698, 47.567955028952404], [7.581915115007773, 47.56793437127758], [7.5818832215349, 47.56793427555259], [7.581834765649454, 47.567952322454914], [7.581784348465845, 47.567982333359865], [7.581772946600704, 47.567992240420395], [7.581765388847667, 47.56799854528353], [7.581755571271544, 47.568004583108724], [7.581744819861813, 47.56800927302456], [7.581734463500638, 47.5680126134003], [7.581720119047666, 47.568015419046525], [7.581704308969124, 47.56801678749777], [7.58167760928472, 47.5680208674128], [7.581651962347528, 47.56802107874153], [7.581607944584515, 47.5680092610357], [7.581606512543559, 47.56802037000555], [7.581616541748178, 47.5680437413186], [7.581625243282421, 47.568067563943266], [7.58162663355732, 47.56809049616222], [7.581622049873502, 47.568115684129594], [7.581601535213804, 47.56814673752945], [7.581578332674708, 47.56816655210091], [7.581548477266808, 47.56818322702712], [7.581509978065363, 47.568197664111665], [7.581472790895084, 47.56820580398982], [7.581441563265931, 47.568206291917726], [7.581407683872827, 47.56820903150742], [7.581369165388995, 47.56821627361256], [7.581342615286151, 47.56822664885341], [7.581316074782002, 47.568240621554345], [7.581294190174511, 47.56825638729289], [7.581278272341523, 47.568267199197116], [7.58126568152552, 47.56827980576917], [7.581256414125709, 47.56829285796029], [7.581252481486707, 47.568313098582706], [7.581270483929028, 47.56833646017247], [7.581314418966069, 47.56836698499127], [7.581334607402108, 47.56837787863567], [7.581357670384177, 47.568390315674165]]], ""type"": ""Polygon""}";598;472;1;Hundeverbot
